customer_id,insured_period,residential,building_painted,building_fenced,garden,settlement,target,insured_period_round,scaled_building_dim,year_of_observation,year_of_occupancy,years_active,year_of_observation_freq_encode,year_of_occupancy_freq_encode,years_active_freq_encode,building_type_2,building_type_3,building_type_4,quarter_Q2,quarter_Q3,quarter_Q4,decades_active_D2,decades_active_D3,decades_active_D4,decades_active_D5,decades_active_D6,decades_active_D7,decades_active_D8
H5902,1.0,0,0,0,1,0,0.0,12,0.9139599913959991,2013,1980,33,2093,1525,423,0,0,0,0,0,1,0,0,1,0,0,0,0
H5903,1.0,0,0,0,1,0,1.0,12,0.9139599913959991,2015,1980,35,1218,1525,222,0,0,0,0,0,1,0,0,1,0,0,0,0
H6435,0.494535519,0,0,0,1,0,0.0,6,0.396644439664444,2016,1980,36,1093,1525,203,0,0,0,1,0,0,0,0,1,0,0,0,0
H3632,1.0,0,0,0,1,0,0.0,12,0.21703592170359218,2014,1960,54,1517,3733,680,0,0,0,0,0,1,0,0,0,0,1,0,0
H3719,1.0,0,0,0,1,0,0.0,12,0.10733491073349108,2015,1960,55,1218,3733,561,0,0,0,0,0,1,0,0,0,0,1,0,0
H3720,1.0,0,0,0,1,0,0.0,12,0.09980640998064101,2014,1960,54,1517,3733,680,0,0,0,0,0,1,0,0,0,0,1,0,0
H3721,0.99726776,0,0,0,1,0,0.0,12,0.13809421380942138,2016,1960,56,1093,3733,457,0,0,0,0,0,1,0,0,0,0,1,0,0
H3724,1.0,0,0,0,1,0,0.0,12,0.12368251236825124,2012,1960,52,2225,3733,1104,0,0,0,0,0,1,0,0,0,1,0,0,0
H3725,1.0,0,0,0,1,0,0.0,12,0.12368251236825124,2015,1960,55,1218,3733,561,0,0,0,0,0,1,0,0,0,0,1,0,0
H3727,1.0,0,0,0,1,0,0.0,12,0.13637341363734137,2012,1960,52,2225,3733,1104,0,0,0,0,0,1,0,0,0,1,0,0,0
H3729,1.0,0,0,0,1,0,0.0,12,0.1180899118089912,2012,1960,52,2225,3733,1104,0,0,0,0,0,1,0,0,0,1,0,0,0
H3735,1.0,0,0,0,1,0,0.0,12,0.14497741449774146,2012,1960,52,2225,3733,1104,0,0,0,0,0,1,0,0,0,1,0,0,0
H3743,1.0,0,0,0,1,0,0.0,12,0.14691331469133148,2012,1960,52,2225,3733,1104,0,0,0,0,0,1,0,0,0,1,0,0,0
H3744,1.0,0,0,0,1,0,1.0,12,0.14691331469133148,2014,1960,54,1517,3733,680,0,0,0,0,0,1,0,0,0,0,1,0,0
H3756,1.0,0,0,0,1,0,0.0,12,0.1391697139169714,2015,1960,55,1218,3733,561,0,0,0,0,0,1,0,0,0,0,1,0,0
H3758,1.0,0,0,0,1,0,0.0,12,0.1402452140245214,2015,1960,55,1218,3733,561,0,0,0,0,0,1,0,0,0,0,1,0,0
H5235,0.24863388,0,1,0,1,0,0.0,3,0.14390191439019143,2012,1960,52,2225,3733,1104,0,0,0,0,0,0,0,0,0,1,0,0,0
H5345,1.0,0,1,0,1,0,0.0,12,0.07506990750699076,2015,1960,55,1218,3733,561,0,0,0,0,0,1,0,0,0,0,1,0,0
H5495,0.415300546,0,1,0,1,0,0.0,5,0.1503549150354915,2012,1960,52,2225,3733,1104,0,0,0,1,0,0,0,0,0,1,0,0,0
H6134,1.0,0,1,0,1,0,0.0,12,0.13959991395999138,2014,1960,54,1517,3733,680,0,0,0,0,0,1,0,0,0,0,1,0,0
H7074,0.994535519,0,1,0,1,0,0.0,12,0.29232092923209296,2016,1960,56,1093,3733,457,0,0,0,0,0,1,0,0,0,0,1,0,0
H2296,1.0,0,0,1,0,1,0.0,12,0.293611529361153,2016,1963,53,1093,14,989,0,0,0,0,0,1,0,0,0,0,1,0,0
H3031,1.0,0,0,0,1,0,0.0,12,0.09657990965799097,2013,1960,53,2093,3733,989,0,0,0,0,0,1,0,0,0,0,1,0,0
H12846,1.0,0,1,0,1,0,1.0,12,0.29232092923209296,2012,1980,32,2225,1525,455,1,0,0,0,0,1,0,1,0,0,0,0,0
H12981,1.0,0,1,0,1,0,0.0,12,0.7526349752634975,2014,1988,26,1517,720,158,1,0,0,0,0,1,0,1,0,0,0,0,0
H12982,1.0,0,1,0,1,0,1.0,12,0.7526349752634975,2015,1988,27,1218,720,134,1,0,0,0,0,1,0,1,0,0,0,0,0
H13088,0.6958904109999999,0,1,0,1,0,1.0,8,0.9677349967734997,2014,1988,26,1517,720,158,1,0,0,0,1,0,0,1,0,0,0,0,0
H1324,0.5792349729999999,0,1,0,1,0,0.0,7,0.06431490643149065,2016,1960,56,1093,3733,457,1,0,0,0,1,0,0,0,0,0,1,0,0
H13469,1.0,0,1,0,1,0,0.0,12,0.5160249516024952,2013,1980,33,2093,1525,423,1,0,0,0,0,1,0,0,1,0,0,0,0
H13490,1.0,0,1,0,1,0,1.0,12,0.9677349967734997,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H14037,1.0,0,1,0,1,0,0.0,12,0.1503549150354915,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H14094,1.0,0,1,0,1,0,0.0,12,0.11056141105614112,2016,1960,56,1093,3733,457,1,0,0,0,0,1,0,0,0,0,1,0,0
H14131,1.0,0,1,0,1,0,0.0,12,0.20628092062809206,2014,1980,34,1517,1525,298,1,0,0,0,0,1,0,0,1,0,0,0,0
H1426,1.0,1,0,0,1,0,0.0,12,0.045601204560120456,2016,1960,56,1093,3733,457,1,0,0,0,0,1,0,0,0,0,1,0,0
H14402,1.0,0,1,0,1,0,0.0,12,0.4880619488061949,2013,1960,53,2093,3733,989,1,0,0,0,0,1,0,0,0,0,1,0,0
H1450,1.0,0,0,1,0,1,0.0,12,0.6171219617121961,2012,1970,42,2225,289,86,1,0,0,0,0,1,0,0,1,0,0,0,0
H14830,1.0,0,1,0,1,0,0.0,12,0.10152721015272102,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H14842,1.0,0,0,1,0,1,0.0,12,0.12346741234674125,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H15061,1.0,0,1,0,1,0,1.0,12,0.8601849860184986,2013,1988,25,2093,720,226,1,0,0,0,0,1,0,1,0,0,0,0,0
H17463,0.6054794520000001,0,0,1,0,1,0.0,7,0.5805549580554958,2014,1970,44,1517,289,72,1,0,0,0,1,0,0,0,0,1,0,0,0
H18030,1.0,0,0,1,0,1,1.0,12,0.20628092062809206,2014,1960,54,1517,3733,680,1,0,0,0,0,1,0,0,0,0,1,0,0
H18182,0.994535519,0,0,1,0,1,0.0,12,0.16110991611099162,2012,1950,62,2225,315,88,1,0,0,0,0,1,0,0,0,0,1,0,0
H18221,1.0,0,0,1,0,1,0.0,12,0.99268659926866,2013,2007,6,2093,60,48,1,0,0,0,0,1,0,0,0,0,0,0,0
H18268,1.0,0,0,1,0,1,0.0,12,0.395353839535384,2013,1970,43,2093,289,90,1,0,0,0,0,1,0,0,0,1,0,0,0
H18383,1.0,0,0,1,0,1,0.0,12,0.3224349322434933,2013,1970,43,2093,289,90,1,0,0,0,0,1,0,0,0,1,0,0,0
H1847,1.0,0,0,1,0,1,0.0,12,0.09012690901269091,2013,1950,63,2093,315,94,1,0,0,0,0,1,0,0,0,0,0,1,0
H18663,0.49589041100000003,0,0,1,0,1,1.0,6,0.2794149279414928,2014,1965,49,1517,59,21,1,0,0,1,0,0,0,0,0,1,0,0,0
H19327,1.0,0,0,1,0,1,1.0,12,0.1503549150354915,2014,1940,74,1517,72,10,1,0,0,0,0,1,0,0,0,0,0,0,1
H19873,0.99726776,1,0,1,0,1,0.0,12,0.19488061948806196,2016,1957,59,1093,11,14,1,0,0,0,0,1,0,0,0,0,1,0,0
H199,1.0,0,0,0,1,0,0.0,12,0.15465691546569155,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H19932,0.428961749,1,0,1,0,1,0.0,5,0.37922133792213386,2016,1961,55,1093,18,561,1,0,0,1,0,0,0,0,0,0,1,0,0
H229,1.0,0,0,1,0,1,0.0,12,0.13959991395999138,2013,1956,57,2093,7,12,1,0,0,0,0,1,0,0,0,0,1,0,0
H230,1.0,0,0,1,0,1,0.0,12,0.13959991395999138,2015,1956,59,1218,7,14,1,0,0,0,0,1,0,0,0,0,1,0,0
H2697,1.0,0,0,0,1,0,0.0,12,0.09442890944289095,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H2698,1.0,0,0,0,1,0,1.0,12,0.7728543772854377,2012,1980,32,2225,1525,455,1,0,0,0,0,1,0,1,0,0,0,0,0
H2862,1.0,0,0,0,1,0,0.0,12,0.16433641643364164,2013,1960,53,2093,3733,989,1,0,0,0,0,1,0,0,0,0,1,0,0
H2863,0.99726776,0,0,0,1,0,0.0,12,0.16433641643364164,2016,1960,56,1093,3733,457,1,0,0,0,0,1,0,0,0,0,1,0,0
H3180,1.0,0,0,0,1,0,0.0,12,0.1288449128844913,2014,1960,54,1517,3733,680,1,0,0,0,0,1,0,0,0,0,1,0,0
H3543,1.0,0,0,1,0,1,0.0,12,0.4385889438588944,2013,1931,82,2093,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1
H3669,1.0,0,0,0,1,0,0.0,12,0.23488922348892236,2013,1960,53,2093,3733,989,1,0,0,0,0,1,0,0,0,0,1,0,0
H3740,0.926027397,0,0,0,1,0,0.0,10,0.5375349537534954,2014,1980,34,1517,1525,298,1,0,0,0,0,1,0,0,1,0,0,0,0
H3815,1.0,0,0,0,1,0,0.0,12,0.13959991395999138,2013,1960,53,2093,3733,989,1,0,0,0,0,1,0,0,0,0,1,0,0
H4010,0.58630137,0,0,0,1,0,0.0,7,0.4246074424607443,2014,1960,54,1517,3733,680,1,0,0,0,1,0,0,0,0,0,1,0,0
H4727,1.0,0,0,0,1,0,0.0,12,0.20240912024091204,2012,1960,52,2225,3733,1104,1,0,0,0,0,1,0,0,0,1,0,0,0
H5386,0.19726027399999999,0,0,0,1,0,0.0,3,0.7096149709614971,2014,1960,54,1517,3733,680,1,0,0,0,0,0,0,0,0,0,1,0,0
H5406,1.0,0,0,0,1,0,0.0,12,0.5590449559044955,2016,1988,28,1093,720,108,1,0,0,0,0,1,0,1,0,0,0,0,0
H6116,0.99726776,0,0,1,0,1,0.0,12,0.10518391051839106,2016,1940,76,1093,72,14,1,0,0,0,0,1,0,0,0,0,0,0,1
H6203,1.0,0,0,1,0,1,0.0,12,0.504409550440955,2012,1970,42,2225,289,86,1,0,0,0,0,1,0,0,1,0,0,0,0
H6405,1.0,0,0,1,0,1,0.0,12,0.10733491073349108,2012,1970,42,2225,289,86,1,0,0,0,0,1,0,0,1,0,0,0,0
H6406,1.0,0,0,1,0,1,0.0,12,0.10733491073349108,2014,1970,44,1517,289,72,1,0,0,0,0,1,0,0,0,1,0,0,0
H6407,1.0,0,0,1,0,1,1.0,12,0.10733491073349108,2015,1970,45,1218,289,59,1,0,0,0,0,1,0,0,0,1,0,0,0
H2536,0.74863388,0,0,0,1,0,0.0,8,0.1288449128844913,2012,1960,52,2225,3733,1104,0,0,0,0,1,0,0,0,0,1,0,0,0
H15643,1.0,0,0,1,0,1,0.0,12,0.5375349537534954,2012,1982,30,2225,18,20,0,0,0,0,0,1,0,1,0,0,0,0,0
H17861,1.0,0,0,1,0,1,0.0,12,0.36007743600774367,2013,2006,7,2093,45,55,0,0,0,0,0,1,0,0,0,0,0,0,0
H15583,1.0,0,0,1,0,1,0.0,12,0.5482899548289955,2012,2009,3,2225,77,21,0,0,0,0,0,1,0,0,0,0,0,0,0
H15584,1.0,0,0,1,0,1,0.0,12,0.5482899548289955,2013,2009,4,2093,77,36,0,0,0,0,0,1,0,0,0,0,0,0,0
H6633,1.0,0,0,0,1,0,0.0,12,0.23639492363949238,2014,1960,54,1517,3733,680,0,0,0,0,0,1,0,0,0,0,1,0,0
H16353,1.0,0,0,1,0,1,0.0,12,0.5209722520972252,2012,2000,12,2225,61,36,0,0,0,0,0,1,0,0,0,0,0,0,0
H18963,0.06010929,0,0,1,0,1,0.0,2,0.30092493009249305,2012,1980,32,2225,1525,455,0,0,0,0,0,0,0,1,0,0,0,0,0
H18456,1.0,0,0,1,0,1,0.0,12,0.10733491073349108,2015,2000,15,1218,61,33,0,0,0,0,0,1,1,0,0,0,0,0,0
H18457,0.99726776,0,0,1,0,1,0.0,12,0.10733491073349108,2016,2000,16,1093,61,24,0,0,0,0,0,1,1,0,0,0,0,0,0
H5835,1.0,0,0,0,1,0,0.0,12,0.8844912884491288,2012,1960,52,2225,3733,1104,0,0,0,0,0,1,0,0,0,1,0,0,0
H3698,1.0,0,0,0,1,0,0.0,12,0.494514949451495,2012,1980,32,2225,1525,455,0,0,0,0,0,1,0,1,0,0,0,0,0
H6093,0.99726776,0,0,0,1,0,0.0,12,0.9096579909657991,2016,1980,36,1093,1525,203,0,0,0,0,0,1,0,0,1,0,0,0,0
H5932,1.0,0,0,1,0,1,0.0,12,0.1288449128844913,2013,1950,63,2093,315,94,0,0,0,0,0,1,0,0,0,0,0,1,0
H5933,1.0,0,0,1,0,1,0.0,12,0.1288449128844913,2015,1950,65,1218,315,44,0,0,0,0,0,1,0,0,0,0,0,1,0
H3532,1.0,0,0,1,0,1,0.0,12,0.4151430415143042,2013,1980,33,2093,1525,423,0,0,0,0,0,1,0,0,1,0,0,0,0
H3533,1.0,0,0,1,0,1,0.0,12,0.4151430415143042,2014,1980,34,1517,1525,298,0,0,0,0,0,1,0,0,1,0,0,0,0
H17099,1.0,0,0,1,0,1,0.0,12,0.22155302215530223,2012,1975,37,2225,61,31,0,0,0,0,0,1,0,0,1,0,0,0,0
H6502,1.0,0,0,0,1,0,0.0,12,0.18261991826199184,2012,1988,24,2225,720,232,0,0,0,0,0,1,0,1,0,0,0,0,0
H2951,1.0,0,0,0,1,0,1.0,12,0.4235319423531943,2015,1980,35,1218,1525,222,0,0,0,0,0,1,0,0,1,0,0,0,0
H3733,1.0,0,0,0,1,0,1.0,12,0.8085609808560981,2013,1980,33,2093,1525,423,0,0,0,0,0,1,0,0,1,0,0,0,0
H3734,0.99726776,0,0,0,1,0,1.0,12,0.8085609808560981,2016,1980,36,1093,1525,203,0,0,0,0,0,1,0,0,1,0,0,0,0
H3957,0.99726776,0,0,1,0,1,0.0,12,0.24069692406969243,2016,1975,41,1093,61,35,0,0,0,0,0,1,0,0,1,0,0,0,0
H4043,1.0,0,0,0,1,0,0.0,12,0.6450849645084965,2012,1960,52,2225,3733,1104,0,0,0,0,0,1,0,0,0,1,0,0,0
H4695,1.0,0,0,0,1,0,1.0,12,0.5343084534308453,2015,1988,27,1218,720,134,0,0,0,0,0,1,0,1,0,0,0,0,0
H4747,1.0,0,0,0,1,0,0.0,12,0.14820391482039147,2012,1980,32,2225,1525,455,0,0,0,0,0,1,0,1,0,0,0,0,0
H4748,0.832876712,0,0,0,1,0,0.0,9,0.14820391482039147,2015,1980,35,1218,1525,222,0,0,0,0,1,0,0,0,1,0,0,0,0
H5151,1.0,0,1,0,1,0,0.0,12,0.15293611529361154,2013,1960,53,2093,3733,989,0,0,0,0,0,1,0,0,0,0,1,0,0
H5167,1.0,0,0,0,1,0,1.0,12,0.6751989675198967,2012,1980,32,2225,1525,455,0,0,0,0,0,1,0,1,0,0,0,0,0
H5168,1.0,0,0,0,1,0,0.0,12,0.6751989675198967,2014,1980,34,1517,1525,298,0,0,0,0,0,1,0,0,1,0,0,0,0
H5609,1.0,0,0,0,1,0,0.0,12,0.1376640137664014,2013,1960,53,2093,3733,989,0,0,0,0,0,1,0,0,0,0,1,0,0
H6214,1.0,0,0,0,1,0,0.0,12,0.2776941277694128,2013,1988,25,2093,720,226,0,0,0,0,0,1,0,1,0,0,0,0,0
H65,0.606557377,0,0,0,1,0,0.0,7,0.1503549150354915,2012,1960,52,2225,3733,1104,0,0,0,0,1,0,0,0,0,1,0,0,0
H6809,1.0,0,1,0,1,0,1.0,12,0.7429554742955474,2014,1988,26,1517,720,158,0,0,0,0,0,1,0,1,0,0,0,0,0
H7156,1.0,0,0,0,1,0,1.0,12,0.4837599483759949,2015,1980,35,1218,1525,222,0,0,0,0,0,1,0,0,1,0,0,0,0
H4129,1.0,0,0,0,1,0,0.0,12,0.12131641213164122,2015,1960,55,1218,3733,561,0,0,0,0,0,1,0,0,0,0,1,0,0
H3968,1.0,0,0,0,1,0,0.0,12,0.5583996558399655,2015,1980,35,1218,1525,222,0,0,0,0,0,1,0,0,1,0,0,0,0
H19190,1.0,0,0,1,0,1,0.0,12,0.11529361152936117,2014,1983,31,1517,20,18,0,0,0,0,0,1,0,1,0,0,0,0,0
H1921,1.0,0,0,0,1,0,1.0,12,0.099591309959131,2013,1960,53,2093,3733,989,0,0,0,0,0,1,0,0,0,0,1,0,0
H552,1.0,1,1,0,1,0,0.0,12,0.06603570660357067,2012,1960,52,2225,3733,1104,0,0,0,0,0,1,0,0,0,1,0,0,0
H553,1.0,1,1,0,1,0,0.0,12,0.06603570660357067,2013,1960,53,2093,3733,989,0,0,0,0,0,1,0,0,0,0,1,0,0
H15481,0.967213115,1,0,1,0,1,1.0,12,0.44805334480533454,2016,2008,8,1093,59,35,0,0,0,0,0,1,0,0,0,0,0,0,0
H16275,1.0,1,0,1,0,1,0.0,12,0.6197031619703162,2012,2009,3,2225,77,21,0,0,0,0,0,1,0,0,0,0,0,0,0
H16276,1.0,1,0,1,0,1,0.0,12,0.6197031619703162,2014,2009,5,1517,77,47,0,0,0,0,0,1,0,0,0,0,0,0,0
H19122,0.99726776,1,0,1,0,1,0.0,12,0.6235749623574962,2016,1990,26,1093,100,158,1,0,0,0,0,1,0,1,0,0,0,0,0
H2630,0.99726776,0,0,0,1,0,0.0,12,0.5190363519036352,2016,1960,56,1093,3733,457,1,0,0,0,0,1,0,0,0,0,1,0,0
H3599,1.0,0,0,0,1,0,0.0,12,0.17186491718649172,2014,1980,34,1517,1525,298,1,0,0,0,0,1,0,0,1,0,0,0,0
H3600,1.0,0,0,0,1,0,0.0,12,0.17186491718649172,2016,1980,36,1093,1525,203,1,0,0,0,0,1,0,0,1,0,0,0,0
H4158,1.0,0,0,0,1,0,0.0,12,0.06431490643149065,2013,1960,53,2093,3733,989,0,0,0,0,0,1,0,0,0,0,1,0,0
H5233,1.0,0,0,1,0,1,0.0,12,0.06431490643149065,2015,1950,65,1218,315,44,1,0,0,0,0,1,0,0,0,0,0,1,0
H546,1.0,0,0,1,0,1,0.0,12,0.09657990965799097,2012,1937,75,2225,5,14,0,0,0,0,0,1,0,0,0,0,0,0,1
H547,1.0,0,0,1,0,1,1.0,12,0.09657990965799097,2014,1937,77,1517,5,7,0,0,0,0,0,1,0,0,0,0,0,0,1
H549,1.0,0,0,0,1,0,1.0,12,0.3224349322434933,2013,1960,53,2093,3733,989,1,0,0,0,0,1,0,0,0,0,1,0,0
H550,1.0,0,0,0,1,0,1.0,12,0.15680791568079155,2013,1960,53,2093,3733,989,1,0,0,0,0,1,0,0,0,0,1,0,0
H551,1.0,0,0,0,1,0,1.0,12,0.15680791568079155,2014,1960,54,1517,3733,680,1,0,0,0,0,1,0,0,0,0,1,0,0
H6251,1.0,0,0,0,1,0,0.0,12,0.6597117659711766,2016,1960,56,1093,3733,457,1,0,0,0,0,1,0,0,0,0,1,0,0
H6563,1.0,1,0,0,1,0,0.0,12,0.3654549365454937,2014,1960,54,1517,3733,680,1,0,0,0,0,1,0,0,0,0,1,0,0
H6564,0.49589041100000003,1,0,0,1,0,0.0,6,0.3654549365454937,2015,1960,55,1218,3733,561,1,0,0,1,0,0,0,0,0,0,1,0,0
H6755,1.0,1,0,1,0,1,0.0,12,0.5321574532157454,2015,1985,30,1218,32,20,1,0,0,0,0,1,0,1,0,0,0,0,0
H3661,1.0,0,0,1,0,1,0.0,12,0.3439449343944935,2014,1995,19,1517,34,20,0,0,0,0,0,1,1,0,0,0,0,0,0
H4392,1.0,0,0,0,1,0,0.0,12,0.06517530651753066,2013,1980,33,2093,1525,423,0,0,0,0,0,1,0,0,1,0,0,0,0
H4393,1.0,0,0,0,1,0,0.0,12,0.06517530651753066,2015,1980,35,1218,1525,222,0,0,0,0,0,1,0,0,1,0,0,0,0
H6495,1.0,0,1,0,1,0,0.0,12,0.08259840825984084,2012,1980,32,2225,1525,455,0,0,0,0,0,1,0,1,0,0,0,0,0
H13001,1.0,0,0,1,0,1,0.0,12,0.26973542697354275,2012,1983,29,2225,20,16,0,0,0,0,0,1,0,1,0,0,0,0,0
H5374,1.0,0,0,1,0,1,1.0,12,0.7345665734566573,2013,1971,42,2093,19,86,0,0,0,0,0,1,0,0,1,0,0,0,0
H5375,1.0,0,0,0,1,0,1.0,12,0.7345665734566573,2013,1980,33,2093,1525,423,0,0,0,0,0,1,0,0,1,0,0,0,0
H18340,1.0,1,0,1,0,1,1.0,12,0.08582490858249087,2013,1953,60,2093,8,7,0,0,0,0,0,1,0,0,0,0,1,0,0
H4713,0.747945205,0,0,0,1,0,0.0,8,0.08367390836739085,2013,1980,33,2093,1525,423,0,0,0,0,1,0,0,0,1,0,0,0,0
H5601,1.0,0,0,0,1,0,0.0,12,0.8184555818455582,2012,1980,32,2225,1525,455,0,0,0,0,0,1,0,1,0,0,0,0,0
H13240,1.0,0,1,0,1,0,1.0,12,0.037427403742740374,2013,1960,53,2093,3733,989,0,0,0,0,0,1,0,0,0,0,1,0,0
H13388,0.9972602740000001,0,1,0,1,0,0.0,12,0.19337491933749193,2015,1960,55,1218,3733,561,0,0,0,0,0,1,0,0,0,0,1,0,0
H13813,1.0,0,1,0,1,0,1.0,12,0.07076790707679072,2012,1960,52,2225,3733,1104,0,0,0,0,0,1,0,0,0,1,0,0,0
H13814,0.983561644,0,1,0,1,0,0.0,12,0.07076790707679072,2015,1960,55,1218,3733,561,0,0,0,0,0,1,0,0,0,0,1,0,0
H13815,0.967213115,0,1,0,1,0,0.0,12,0.07076790707679072,2016,1960,56,1093,3733,457,0,0,0,0,0,1,0,0,0,0,1,0,0
H18688,0.983561644,1,0,1,0,1,1.0,12,0.9655839965583997,2015,2007,8,1218,60,35,0,0,0,0,0,1,0,0,0,0,0,0,0
H1723,0.99726776,0,1,0,1,0,0.0,12,0.04280490428049043,2016,1960,56,1093,3733,457,0,0,0,0,0,1,0,0,0,0,1,0,0
H17521,0.665753425,0,0,1,0,1,1.0,8,0.33211443321144335,2013,2008,5,2093,59,47,0,0,0,0,1,0,0,0,0,0,0,0,0
H2328,1.0,0,0,0,1,0,0.0,12,0.10733491073349108,2012,1960,52,2225,3733,1104,0,0,0,0,0,1,0,0,0,1,0,0,0
H2329,1.0,0,0,0,1,0,0.0,12,0.10733491073349108,2013,1960,53,2093,3733,989,0,0,0,0,0,1,0,0,0,0,1,0,0
H3938,1.0,0,0,0,1,0,0.0,12,0.21273392127339213,2012,1960,52,2225,3733,1104,0,0,0,0,0,1,0,0,0,1,0,0,0
H4756,1.0,0,1,0,1,0,0.0,12,0.24499892449989247,2014,1960,54,1517,3733,680,0,0,0,0,0,1,0,0,0,0,1,0,0
H5470,1.0,0,0,0,1,0,0.0,12,0.35900193590019364,2012,1980,32,2225,1525,455,0,0,0,0,0,1,0,1,0,0,0,0,0
H5471,1.0,0,0,0,1,0,0.0,12,0.35900193590019364,2014,1980,34,1517,1525,298,0,0,0,0,0,1,0,0,1,0,0,0,0
H13831,0.0,0,0,1,0,1,0.0,1,0.049688104968810494,2012,1960,52,2225,3733,1104,0,0,0,0,0,0,0,0,0,1,0,0,0
H15305,0.08469945400000001,0,0,1,0,1,0.0,2,0.08216820821682083,2012,1959,53,2225,15,989,0,0,0,0,0,0,0,0,0,0,1,0,0
H4575,1.0,0,1,0,1,0,0.0,12,0.09657990965799097,2016,1980,36,1093,1525,203,0,0,0,0,0,1,0,0,1,0,0,0,0
H6591,1.0,0,1,0,1,0,0.0,12,0.08582490858249087,2013,1960,53,2093,3733,989,0,0,0,0,0,1,0,0,0,0,1,0,0
H6856,1.0,0,0,1,0,1,0.0,12,0.09657990965799097,2014,2004,10,1517,40,42,0,0,0,0,0,1,0,0,0,0,0,0,0
H6857,1.0,0,0,1,0,1,0.0,12,0.2320929232092923,2013,2004,9,2093,40,52,0,0,0,0,0,1,0,0,0,0,0,0,0
H12716,1.0,0,1,0,1,0,0.0,12,0.1503549150354915,2012,1960,52,2225,3733,1104,0,0,0,0,0,1,0,0,0,1,0,0,0
H12717,1.0,0,1,0,1,0,0.0,12,0.1503549150354915,2016,1960,56,1093,3733,457,0,0,0,0,0,1,0,0,0,0,1,0,0
H17119,1.0,0,0,1,0,1,0.0,12,0.9677349967734997,2012,1962,50,2225,17,21,0,0,0,0,0,1,0,0,0,1,0,0,0
H17120,1.0,0,0,1,0,1,0.0,12,0.9677349967734997,2014,1962,52,1517,17,1104,0,0,0,0,0,1,0,0,0,1,0,0,0
H174,0.276712329,0,0,0,1,0,0.0,4,0.1288449128844913,2013,1960,53,2093,3733,989,0,0,0,1,0,0,0,0,0,0,1,0,0
H2341,1.0,0,0,1,0,1,0.0,12,0.17186491718649172,2012,1960,52,2225,3733,1104,0,0,0,0,0,1,0,0,0,1,0,0,0
H19300,1.0,0,0,1,0,1,0.0,12,0.24306302430630244,2016,2007,9,1093,60,52,0,0,0,0,0,1,0,0,0,0,0,0,0
H18086,1.0,0,0,1,0,1,0.0,12,0.795654979565498,2014,1965,49,1517,59,21,0,0,0,0,0,1,0,0,0,1,0,0,0
H18088,0.99726776,0,0,1,0,1,0.0,12,0.795654979565498,2016,1965,51,1093,59,25,0,0,0,0,0,1,0,0,0,1,0,0,0
H4013,0.74863388,0,1,0,1,0,0.0,8,0.22434932243493225,2012,1960,52,2225,3733,1104,0,0,0,0,1,0,0,0,0,1,0,0,0
H4413,1.0,0,0,0,1,0,1.0,12,0.09657990965799097,2013,1960,53,2093,3733,989,0,0,0,0,0,1,0,0,0,0,1,0,0
H4414,0.989071038,0,0,0,1,0,0.0,12,0.09657990965799097,2016,1960,56,1093,3733,457,0,0,0,0,0,1,0,0,0,0,1,0,0
H4564,1.0,0,0,0,1,0,0.0,12,0.09657990965799097,2013,1960,53,2093,3733,989,0,0,0,0,0,1,0,0,0,0,1,0,0
H4678,1.0,0,1,0,1,0,0.0,12,0.17616691761669176,2013,1960,53,2093,3733,989,0,0,0,0,0,1,0,0,0,0,1,0,0
H4679,1.0,0,1,0,1,0,0.0,12,0.17616691761669176,2014,1960,54,1517,3733,680,0,0,0,0,0,1,0,0,0,0,1,0,0
H5433,1.0,0,0,0,1,0,1.0,12,0.09012690901269091,2012,1960,52,2225,3733,1104,0,0,0,0,0,1,0,0,0,1,0,0,0
H5434,0.246575342,0,0,0,1,0,0.0,3,0.09012690901269091,2013,1960,53,2093,3733,989,0,0,0,0,0,0,0,0,0,0,1,0,0
H6920,1.0,0,1,0,1,0,0.0,12,0.07506990750699076,2013,1960,53,2093,3733,989,0,0,0,0,0,1,0,0,0,0,1,0,0
H14673,0.666666667,0,1,0,1,0,0.0,8,0.12196171219617123,2012,1988,24,2225,720,232,0,0,0,0,1,0,0,1,0,0,0,0,0
H14841,1.0,0,0,1,0,1,0.0,12,0.15358141535814154,2013,1990,23,2093,100,40,0,0,0,0,0,1,0,1,0,0,0,0,0
H6951,0.454794521,0,1,0,1,0,0.0,6,0.04925790492579049,2013,1960,53,2093,3733,989,1,0,0,1,0,0,0,0,0,0,1,0,0
H1295,0.334246575,0,0,0,1,0,0.0,4,0.13658851365885136,2013,1960,53,2093,3733,989,1,0,0,1,0,0,0,0,0,0,1,0,0
H1298,0.087671233,0,0,0,1,0,0.0,2,0.07506990750699076,2014,1960,54,1517,3733,680,1,0,0,0,0,0,0,0,0,0,1,0,0
